Row ID	Origin Product Type	Origin OS Build	Local Product Type	Local OS Build	Source ID	Source Name	Source Version	Device ID	Device	Timezone
1	iPhone 8	iOS 14.7.1	iPhone 8	iOS 14.7.1	1	Tom’s iPhone	14.7.1	1	iPhone	Australia/Perth
