Timestamp	Places_from_VLOC	Labels_in_tile	Image	Tileset	Key A	Key B	Key C	Key D
2023-07-09 06:45:55		53, 56, 65, 8,  , Aberdeen St, Antonas Rd, Beaufort St, Brisbane Tce, Brookman St, Church St, Churchview Alley, Davies St, Errichetti Pl, Fitzgerald St, Forbes La, Forbes Rd, Forrest Pl, Francis St, Grigoroff St, Hay St, Hoy Poy St, James St, John St, Joondia La, Kakulas Cr, Karak Walk, King St, Lake St, Lipfert St, Little Shenton La, Market St, Melbourne St, Michael Cl, Milligan St, Moir St, Mountain Tce, Murray St, Museum St, Newcastle St, Nicks La, Northbridge Tunl, Orange Ave, Oriental La, Palmerston St, Parker St, Parry St, Pendal La, Prince La, Queen St, Robinson Ave, Roe St, Serich La, Shafto La, Shenton St, Stuart St, Telethon Ave, Via Torre, Vita Loop, Washing La, Weld Ave, Wellington St, Wellman St, William St, Zempilas Rd		0X142014	0X14	0X4C4F0000	0X4BFF001A	0X2005000
2023-07-09 06:45:55				0XB2014	0X14	0X4C4F0000	0X4BFF001A	0X2002C00
2023-07-09 06:45:55				0XB2014	0X14	0X4C4F0000	0X4C00001A	0X2002C00
2023-07-09 06:45:55		Geographe Bay		0X12014	0X14	0X260E0000	0X2600000D	0X2000400
2023-07-09 06:45:55				0X1E2014	0X14	0X4C4F0000	0X4BFF001A	0X2007800
2023-07-09 06:45:55		Body Care, Elite Euro, Gemstone Western Australia Jewellery, NC Company, Perth Institute of Contemporary Arts, Shafto Lane, Stuart Street Reserve, Wildcats Basketball Stadium, Acknowledge Education, Alex Hotel, Angel Falls Grill, Art Gallery of Western Australia, Art Series Hotels, BamBamBoo, Bangkok Brothers, Best Western, Bivouac, Britannia on William, Butterfly 73, Central City Medical Centre, Citiplace Rest Centre, City Perth Backpackers Hostel, City of Perth Parking, Coles, Connections Nightclub, Double Rainbow, DoubleTree by Hilton Perth Northbridge, Durty Nelly’s, Flight Club, Fortune Five Chinese Restaurant, Four Points by Sheraton Perth, Francoforte Spaghetti Bar, Good Fortune Roast Duck House, Grow Your Own, Henry Summer, Holey Moley Golf Club, Hong Kong BBQ House, Hunter & Barrel, Italian Street Kitchen Perth, Jack Rabbit Slim's, Kings Square, La Cholita, La Veen Coffee, Lucky Chans Laundry and Noodlebar, Magnet House, Market Grounds, Mechanics Institute, Metro City, Murray Convenience Store, Mustang Bar, My Bayon, No Mafia, North Metropolitan TAFE, North Metropolitan TAFE - Perth, Northbridge Brewing Company, Northbridge Chinese Restaurant, Northbridge Plaza, Novotel, Old Faithful Bar & BBQ, Outback Jacks Bar & Grill, Paramount Nightclub, Perth, Perth Police Station, Perth Underground, Planet Royale, Plaza Arcade Lottery, Pot Black Family Pool & Snooker Centre, Quest West End, RAC Arena, Raine Square, Ribs & Burgers, SAE Perth, San Churro Chocolateria, Sauma, Secure Parking - QV1 Car Park, Simple Italian, Skills Institute Australia, Spinners Hostel, Stables, State Library of Western Australia, Stott’s College, TSG, Tak Chee House, The Brass Monkey, The Flour Factory, The Generous Squire, The Globe, The Margaret River Chocolate, The Melbourne Hotel, The Moon, The Standard, Tony Roma's, Uncle Billy's Chinese Restaurant, United, Varnish on King, Varsity, Viet Hoa Restaurant, WA Museum Boola Bardip, Wilson Parking, ibis		0XD2014	0X14	0X4C4F0000	0X4BFF001A	0X2003400
2023-07-09 06:45:55		100 St Georges Terrace, 160 Central Arcade, Alexander Technology Institute, Australian Institute of Massage, Central City Place, Central Government Buildings, Douglas Shopping Center Francis, Elizabeth Quay Jetty, Fishing Charters Perth, Old Perth Boys School, Prime G.P, Spectrum Diamond Sales, Super Saver Mama, Trinity Church Chambers, WEGEL WHS & Management Services, 7-Eleven, Alexander Education Group, Alfred's Pizzeria, Amano Restaurant, Apple Perth City, Arirang Korean BBQ, Atrium, Australia Post, BHP Billiton Water Park, Balthazar, Barrack Street Jetty, Betty's Burgers, Braddock Gillian Shopping Center, Brookfield Place, Burt Memorial Hall, C Restaurant, COMO The Treasury, Perth AU, CQUniversity, Carillon City, Cathedral Square, Central Park, Chemist Warehouse, City of Perth Library, City of Perth Parking, City of Perth Parking, Cloisters, Commonwealth Bank, Criterion Hotel Perth, Culture Kings, Curtin University, David Jones, DoubleTree by Hilton Perth Waterfront, Elizabeth Quay, Endota Spa, Enex, Forrest Chase, Foxtrot Unicorn, Government House Western Australia, Hay Street Mall, Heno & Rey, Hilton, His Majesty’s Theatre, Holiday Inn, Ivy & Jack, Jaws Restaurant, Kangaroo Inn, Kmart, Lalla Rookh Bar & Eating House, Lamont’s, Le Vietnam, London Court, Long Chim Perth, MYER, Mantra on Murray Perth, McDonald's, Mecca, Milky Lane, Murray Street Mall, Murray Street and Hay Street, Museum of Perth, Nao Ramen, Officeworks, One Forty ST Georges, Oyster Bar, Palace Cinemas, Paramount Training and Development, Perth Convention and Exhibition Centre, Petition, Piccadilly Arcade, Plaza Arcade, Porsche Destination Charging, Post, QT, Quay Perth Hotel, Riverside Cafe, SHP Hay Street, Santini Bar & Grill, Sentinel Bar and Grill, Six Senses Thai Restaurant, St George's Anglican Grammar School, St George's Cathedral, Stirling Gardens, Strike Bowling Perth, Supreme Court of Western Australia, Swan Jet Adventures, TSG, Taka's Kitchen, The Aviary, The George, The Island at Elizabeth Quay, The Lucky Shag Waterfront Bar, The Meat & Wine Co, The Reveley, The Ritz-Carlton, Perth, Took Bae Kee Korean Restaurant, Uniqlo, Wesley Church, Wesley Medical, Wildflower, Wilson Parking, Woolworths, Zara		0XD2014	0X14	0X4C4F0000	0X4C00001A	0X2003400
2023-07-09 06:45:55				0X1E2014	0X14	0X4C4F0000	0X4C00001A	0X2007800
2023-07-09 06:49:31		Bunning Lake		0X12014	0X14	0X260E0000	0X25FF000D	0X2000400
2023-07-09 06:49:31		5, 53, 65, Barrack Sq, Barrack St, Beaufort St, Cathedral Ave, Duchess Way, Enchantress Way, Forrest Pl, Geoffrey Bolton Avenue, Governors Ave, Grand La, Hay St, Howard St, King St, Mercantile La, Mill St, Milligan St, Mount St, Mounts Bay Rd, Murray St, Murray St Mall, Pier St, Riverside Dr, Rottnest Express, Shafto La, Sherwood Ct, Spring St, St Georges Tce, Terrace Rd, The Esplanade, Transperth, Valdura Pl, Wellington St, William St, Wolf La		0X142014	0X14	0X4C4F0000	0X4C00001A	0X2005000
2023-07-09 06:49:31				0X162014	0X14	0X4C4F0000	0X4BFF001A	0X2005800
2023-07-09 06:49:31				0X162014	0X14	0X4C4F0000	0X4C00001A	0X2005800
2023-07-09 06:50:46		Australian Cartridge Company, Piara Nature Reserve		0XD2014	0X14	-0X6CB30000	0X13050006	0X2003400
2023-07-09 06:50:47		Ampol, Forrestdale Sporting Association, St John Bosco College, The Springs Club		0XD2014	0X14	-0X6C730000	0X13050006	0X2003400
2023-07-09 06:50:56		60, 61, 75, Auckland St, Axford La, Bedford St, Begley La, Carrington St, Charles St, Clieveden St, Docket La, Doris St, Dunedin St, Edinboro St, Ellesmere St, Elma St, Eton St, Fairfield St, Faraday St, Gill St, Harrow St, Highlands Rd, Hilda St, Hobart St, Ilma La, Keats La, Lawler St, Loch St, Loftus St, London St, Oxford St, Paddington St, Paisley La, Pembroke La, Redfern St, Ritz La, Scarborough Beach Rd, Selden St, Selkirk St, Shakespeare St, Sydney St, Walcott St, Whittingham La, Woodstock St		0X142014	0X14	0X4C0F0000	0X4BFC001A	0X2005000
2023-07-09 06:50:56		Lake Monger		0X12014	0X14	0X25CE0000	0X25FE000D	0X2000400
2023-07-09 06:50:56				0X1E2014	0X14	0X4C0F0000	0X4BFC001A	0X2007800
2023-07-09 06:50:56				0X12014	0X14	0X260E0000	0X25FE000D	0X2000400
2023-07-09 06:50:56				0XB2014	0X14	0X4C0F0000	0X4BFC001A	0X2002C00
2023-07-09 06:50:56				0X1E2014	0X14	0X4BCF0000	0X4BFC001A	0X2007800
2023-07-09 06:50:56		ANZAC Cottage, Ada Bosich Salon, Artifact 20th Century Collectables, BM Serv, Balcatta Bins, Beaufort Lodge, Bellissimo Deli E Cucina, Braithwaite Park, Browse Book Exchange, Chairo Cafe, Cheeky Kids Wear, Cigar Cool! at Paddington Fine Wines, Compass Rose, Golden Lotus Yoga School, Gwarda Sports, International Hair Elegance, JS Stationery & Office Supplies, Kannis-Pitsikas & Jones, Lotus Accessories, Lucy Luu, Lush Garden Cafe, MT Hawthorn Plaza Newsagency, Matlock Lodge, Megabus, Need Full Nostalgia, Ola Hair Design, Perth Pastas, Poppies Gifts & Accessories, Racquet & Graphite Repairs, Redboxx Fashion, Riche Fine Belgian Chocolates, Sonia Exclusive, Taste 32 Irish Gourmet Deli, Total Tune & Gas, Your House of Beauty, A Touch of Brow, Absolutely Beautiful, Affogato, Akasha Wellness Clinic, Australia Post, Australian Formal Wear, Australian School Of Shotokan Karate, BIT STORM COMMUNICATIONS, BLOSSOM TREE TOYS, BWS, Barrett's Bakery & Cafe, Bee Chiropractic, Binoculars and Telescopes, Bites By D, Bo's Barbershop, Body Wisdom, Bona Fide Beauty, Bonnie & Clyde Clothing & Accessories, Carina's Kitchen Perth, Casa Blanca, Casa D’Arte, Casablanca Cafe, Cassi Lee Clothing, Catalyst Mind And Body Performance, Christos Jewellery, Clarity Jewellers, Code Bloom, Cookie Loaded, Curves, Cushion Factory, Dental Excellence, Diabolik Books & Records, Drasko's Hot Chicken, EVELEE Boutique, Flight Centre, Fumi Sushi, Gita Jewellers, Gourmet Seafood, Hair It Is, Hairlarious Kidz, Hawaiian's Mezz, Highlight Hair Studio, Homewares Emporium, Humblebee Coffee, Hummus., IGA, In Good Hands, JP's Bakehouse, Juliette Davina Box, Kaos Hair Studio, Khanna Indian Restaurant, Kin Tae Kwon Do, Kyrana Skin and Body, La Madonna Nera, Lawleys Bakery Cafe, Leaf & Bean, Lil Mica Gelato & Waffle House, Liquorice Gourmet Foods, Little C's, LookSmart Alterations, Luna Nail Bar, Lupolab, Lush, MICA Creamery, Mandarin Top-Class Massage, Marotta's Supermarket, Max & Me Corner Store, Maya’s Kitchen, Meat & Mains, Medaesthetics, Mezz News, Mobile Kafe, Mokaffe, Mount Hawthorn Family Practice, Mount Hawthorn Fish and Chips, Move Forward Physiotherapy, Move Health & Fitness, Mt Hawthorn Community Pharmacy, Mt Hawthorn Health Foods, Munchies 2 Go, Neighborhood Pizza, New City Drycleaners, Noble House Chinese, Nol-Si Restaurant, OPSM, PSD, Passion Lash and Brow, Pears on Pottery, Pepper Hair, Perth Nail Studio, Pharmacy 777, Pogo Restaurant, Polished nail and lash bar, Porters Liquor, Record Store Day - Diabolik Books and Records, Rusty Dolphin, Salon Express, Samantha Wynne, Shockwaves Hair Design, Small Batch Hair, Smile Time Orthodontics, Spritz Spizzicheria Italian, St Vincent De Paul Society, Stanford Barbers, Stelios Jewellers, Stella Rose Fashion, Studio Red Dust, Sunshine Munchies, Tamarind Restaurant, The Art Garage 191, The Cabin Small Bar, The Paddington Ale House, The Skiin Boutique, The Source Bulk Foods, Torso, Total Waste Disposal, Tredways Shoes, Tsukaya, Vietnamese Fusion, Vinnies, Willis & Elliott, Woolworths, Woolworths Mount Hawthorn Parcel Locker, Yogahub		0XD2014	0X14	-0X68300000	-0X6806FFCC	0X2003400
2023-07-09 06:50:56		Allans La, Ambleside Ave, Anvil La, Ashby St, Berryman St, Blackford St, Boobook La, Buxton St, Coogee St, Dover St, East St, Egina St, Ellesmere St, Eucla St, Federation St, Flinders St, Glyde St, Hawthorn St, Kalgoorlie St, Killarney St, Larne St, Masterson La, Matlock St, Merredin St, Milton St, Purslowe St, Sasse Ave, Scarborough Beach Rd, Tasman St, The Boulevarde, Unity La, Woodstock St		0X142014	0X14	0X4BCF0000	0X4BFC001A	0X2005000
2023-07-09 06:50:56		Bomboniere Gift Shop, Bravo Pumps Australia, Bridal Affair, Diff & Trans R Us, Fhsi Cafe, Figaro Salon International, Goldwell Cosmetics, Jujuberry+Co, Manifis Station Provincial Interiors, Mt Hawthorn Hawker Markets, Oxford Gallery & Framing, Oxford Streatz Lunch Bar, Perugia Hair Studio, Purely Australian Clothing Co., Rechichi Shoes, THE Wedding List Company, Absolute Smiles, Absolutely Automatics, Ace Health & Performance, Aspen Coaching, Axford Park, Baptist Churches Of WA, Birraz Ristobar, Blush by Keari, Bodhi Tree Bookstore Cafe, Bona Fide Beauty, Brows by Racheal, Casa, Chiropractic on Oxford, Dragicevich Chiropractic Clinic, Fields of Vincent, Fitstop, Golf Sales Australia, HER on Oxford, Ha-Lu, Hair Freedom, Harley and Soo, Honeylashes, International Golf Specialists, Leederville Dental, Life Live It, Mount Hawthorn, Mount Hawthorn Medical Centre, Mounty Church, Mt Hawthorn Chiropractic Clinic, Mt Hawthorn TAB, My Skin Centre, Niche Physio & Pilates, Oxford Day Surgery, Oxford Street Physiotherapy, Oxford Street Podiatry, Peachy Skin Clinic, Perth Medispa, Pets Meat Suppliers, Pio's Cafe, Pisconeri Wholesalers, Primavera Quality Meats, Restoration Clinic - Cosmetic Clinic Perth, Revital Health, Revive Day Spa, Revolution Pilates Studio, SKINFUSION ON OXFORD, SPEQS, Scouts WA, Sharp Icon Office Technology, Skin Fairy, Snap Fitness, Sonny's Bar, Soul Vida Fit, Suat & Co Hair, Tara Health Centre, The Rensburg Medical Clinic, The Store Room Fashion Sales and Marketing, Top Guys Barber Shop, Totally Workwear, Travel Key, Villains Tattoo Co, Western Diagonstic Pathology, Yelo		0XD2014	0X14	-0X67F00000	-0X6806FFCC	0X2003400
2023-07-09 06:50:57				0XB2014	0X14	0X4BCF0000	0X4BFC001A	0X2002C00
2023-07-10 10:50:31		2, 51, 53, 56, 60, 61, 65, 72, 75, 8,  , Aberdeen St, Acacia Ct, Adair Pde, Aft La, Albert St, Alexander Dr, Alfonso St, Alma Rd, Almondbury Rd, Altona St, Alvan St, Amy St, Angove St, Antonas Rd, Anzac Rd, Ardross Cr, Arthur St, Astor La, Auckland St, Austen La, Baker Ave, Bakery La, Barlee St, Barnet Pl, Barnet St, Beacon Tce, Beatty Walk, Beaucott La, Beaufort St, Bedford St, Bennelong Pl, Bermondsey St, Blake St, Bluegum Ave, Boans La, Bold Ct, Bottlebrush Bvd, Bourke St, Bouverie Pl, Bradford St, Braeside Rd, Braid St, Bramall St, Bream Cove, Brewer St, Brisbane Pl, Brisbane St, Brisbane Tce, Britannia Rd, Brook St, Brookman St, Broome St, Brown St, Bruce St, Bulwer Ave, Bulwer St, Bunbury Cr, Burgess St, Burt St, Byron St, Cambridge St, Camelia Cl, Camelia St, Campbell St, Campsie St, Cantle St, Carnarvon Cr, Carr Pl, Carr St, Carrington St, Cavendish St, Caversham St, Caythorpe La, Central Ave, Chamberlain St, Chapman St, Charles St, Chatham St, Chatsworth Rd, Chelmsford Rd, Cheriton St, Chertsey St, Church St, City Farm Pl, Claisebrook Rd, Clarence St, Claverton St, Cleaver St, Clieveden St, Clifton Cr, Clive Rd, Clive St, Clotilde St, Clyde Rd, Colin Grove, Colin Pl, Colin St, College St, Commonwealth Ave, Cone Pl, Coode St, Cook St, Coolgardie St, Coolgardie Tce, Coronation St, Court St, Cowle St, Curtis St, Dalmeny St, Dangan St, Daphne St, Davies St, Deague Ct, Delhi St, Dene St, Donley La, Doris St, Douglas St, Douro Pl, Drummond Pl, Dumbarton Cr, Dundas Rd, Dunedin St, Earl St, East Pde, Ebsworth St, Eden St, Edinboro St, Edith St, Edward St, Eighth Ave, Elder St, Elizabeth St, Ellesmere Rd, Ellesmere St, Elma St, Elovalis La, Elstree Ave, Elven St, Emerald Tce, Emmerson St, Ensign La, Errichetti Pl, Ethel St, Eton St, Fairfield St, Faraday St, Farmer St, Farnley St, Farr Ave, Ferrar St, Field St, Fielder St, Fifth Ave, Fiore La, First Ave, Fitzgerald St, Fitzroy St, Flagstaff La, Fleet St, Flintoff La, Florence Pl, Florence St, Forbes La, Forbes Rd, Fore St, Forrest St, Fourth Ave, Frame Ct, Frances St, Francis St, Franklin St, Freedman Rd, Gallop St, Galwey St, Gardiner St, George St, Gerald St, Gill St, Gladstone St, Glebe St, Glendower St, Glenroyd St, Glick Rd, Glyde St, Golding St, Gordon St, Graham Rd, Grant St, Grasso St, Greenway St, Gregson St, Grigoroff St, Grosvenor Rd, Guildford Rd, Guy La, Haley Ave, Hamer Pde, Hammond St, Hanover Pl, Hardy St, Harley St, Harold St, Harrogate St, Harrow St, Harvest Tce, Harwood Pl, Havelock St, Hay St, Haynes St, Henry Lawson Walk, Henry St, Highlands Rd, Highroyd St, Hilda St, Hill St, Hill View Rd, Hobart St, Holmfirth St, Hope St, Howlett St, Hoy Poy St, Hunter St, Hutt St, Hyde St, Ingleton La, Inglewood La, Inverness Cr, Irene St, James St, Janet St, Jewell La, Joel Tce, John St, Joinery Mews, Joondia La, Kadina St, Kakulas Cr, Kayle St, Keats La, Kensington St, Kimpton La, King St, Kingston Ave, Knebworth Ave, Knutsford St, Koorda St, Lacey St, Lake St, Lanark St, Lane St, Lavender Cl, Lawler St, Lawley Cr, Lawley Pl, Lawley St, Lawrence Ave, Lawry La, Leadlight La, Leake St, Learoyd St, Leederville Pde, Leslie St, Lime St, Lincoln St, Lindsay St, Lipfert St, Little Russell St, Little Walcott St, Loch St, Loftus St, London St, Longroyd St, Lord St, Luce La, Lucknow Pl, Mabel St, Macedonia Pl, Macewan St, Magnolia St, Mardella St, Marian St, Market St, Marlborough St, Marmion St, Mary St, Masel La, Masque Pl, Mayfair St, McCarthy St, McPherson St, Melbourne St, Melrose Cr, Melrose St, Memorial La, Menzies St, Michael Cl, Mignonette St, Milligan St, Mitchell Fwy, Mitchell St, Moir St, Money St, Monger St, Monmouth St, Morriston St, Moselle La, Mountain Tce, Murchison Tce, Muriel Pl, Murray St, Myrtle St, Namatjira Pl, Namur St, Nanhob St, Nash St, Newcastle St, Ninth Ave, Norbert St, Norfolk St, Norham St, Normanby Rd, North St, Northbridge Tunl, Nova La, Oak La, Old Aberdeen Pl, Old Belvidere Promenade, Old Butchers La, Olive St, Orange Ave, Ord St, Outram St, Oxford Cl, Oxford St, Paddington St, Pakenham St, Palmerston St, Pansy St, Park Ave, Park Rd, Parker St, Parliament Pl, Parry St, Patula Pl, Peach St, Pennant St, Persimmon St, Phelps La, Pier St, Pinaster St, Pine St, Pisconeri St, Plain St, Plaistowe Mews, Plunkett St, Premier La, Prospect Pl, Prowse St, Queen St, Queens Cr, Rae St, Raglan Rd, Railway Pde, Railway St, Randell St, Redfern St, Redmile La, Regent St E, Regent St W, Renaissance Ave, Richardson St, Richmond St, Robin St, Robinson Ave, Roe St, Rookwood St, Rothsay Cr, Roy St, Royal St, Ruby St, Russell Ave, Ruth St, Saint Albans Ave, Saint Monica La, Salas La, Salisbury St, Saunders St, Scarborough Beach Rd, Scott St, Second Ave, Sekem St, Selden St, Selkirk St, Serich La, Seventh Ave, Shakespeare St, Shenton St, Sheridan La, Sholl La, Simpson St, Sixth Ave, Slyth Way, Smith St, Somerville St, South View Rd, Southport St, Spinoza St, Stancliffe St, Stanley St, Stirling St, Stokes Way, Storthes St, Strathcona St, Stuart St, Subiaco Rd, Summers St, Sunbeam Way, Sutherland St, Swimming La, Sydney St, Tandy St, Tay Pl, Telethon Ave, Tennivale Pl, Tennyson St, Tenth Ave, Thelma St, Third Ave, Thirlmere Rd, Thomas St, Thompson St, Thongsbridge St, Thorley St, Throssell St, Thurston St, Tiverton St, Tolcon Pl, Toorak Rise, Troode St, Tudori St, Tully Rd, Turner St, Tweed Cr, Union St, Vale St, Venn St, Victoria St, Victory Tce, View St, Vincent St, Vine St, Violet St, Vita Loop, Wade St, Walcott St, Walter Rd W, Washing La, Wasley St, Waugh St, Wavertree Pl, Weld Ave, Wellington Pl, Wellington St, Wellman St, Wenberi La, West Pde, West St, Westralia St, Whatley Cr, Wilberforce St, William St, Willow Ct, Windan Bridge, Windsor St, Woodlands St, Woodroyd St, Woodsome St, Woodstock St, Woodville St, Wright St, Wylie Pl, York St, Zebina St, Zempilas Rd		0X142014	0X14	-0X6CF30000	0X12FF0006	0X2005000
2023-07-10 10:50:31		2, 61, 64, 65, 72,  , Abbotsford St, Agnew Way, Alderbury St, Alexander St, All Saints Way, Allison Dr, Allora Ave, Altona St, Alvan St, Ambleside Ave, Anderson St, Anther La, Antrim St, Anzac Rd, Aranda Pl, Argyle St, Ashby St, Atkinson Rd, Axon St, Bagot Rd, Barker Rd, Barney St, Barrett St, Barrington St, Bath St, Bedford Ave, Berkeley Cr, Bernard St, Berryman St, Birkdale St, Birrell St, Bishop St, Blackford St, Blencowe St, Bonnievale St, Bootle La, Bourke St, Bournville St, Brady St, Brentham St, Brighton St, Brigid Rd, Britannia Rd, Bronzewing Loop, Brooks La, Bruce St, Buxton St, Caddy Ave, Cale La, Callaghan St, Cambridge St, Cammilis Rise, Cardigan Tce, Carlton St, Carter La, Cashel La, Catherine St, Cato St, Caulson Ct, Cayley St, Centro Ave, Chandler Ave E, Churchill Ave, Clare La, Clune Ave, Cobble La, Coghlan Rd, Coldstream St, Collier St, Comrie St, Connaught St, Connolly St, Coogee St, Cook St, Coral Tree Ave, Corboy St, Costello Rd, Court Pl, Crail St, Cromarty Rd, Crosby St, Cunningham Tce, Currie St, Cygnus Cl, D'Arcy La, Dacelo Cl, Daglish St, Dakin St, Darbon Cr, Deanery Mews, Denis St, Denton St, Dodd St, Douglas Ave, Dover St, Draper St, Drew St, Dublin Cl, Dumfries Rd, Dunblane Rd, Eakins La, East Lorne St, East St, Edenderry Tce, Egina St, Ellen St, Ellerby St, Ellesmere St, Erith Ct, Essex St, Eucla St, Evandale St, Everton St, Falcon Ave, Federal St, Federation St, Flinders St, Flynn St, Forrest St, Fox Grn, Francis St, Frewer Pl, Gibney Ave, Gibney Vista, Glen St, Glenelg St, Glyde St, Goldfinch Ave, Goody Cl, Gould St, Grantham St, Grasby St, Gregory St, Halcyon Way, Halesworth Rd, Hamilton St, Hann St, Harborne St, Hasler Rd, Hasluck Ct, Hawthorn St, Hay St, Hay St Dakin St, Haydn Bunton Dr, Heard Way, Hennerty La, Hensman Rd, Herdsman Pde, Heron Pl, Hickey Ave, Highbury St, Holland St, Holyrood St, Honeyeater Circle, Hood St, Hortus Way, Jasmine Ave, Jersey St, Johnson St, Jon Sanders Drive, Joseph St, Jugan St, Jukes Way, Juniper Bank Way, Kalgoorlie St, Kavanagh St, Keane St, Kerr St, Killarney St, Kimberley St, Kings Park Rd, Kings Rd, Kirwan St, Kneebone La, Kulunga Grove, Lake Monger Dr, Lakeside Rd, Lansdowne St, Larne St, Laurino Tce, Lawler St, Leeder St, Leederville Pde, Leicester St, Lesser St, Linden Gardens, Lissadell St, Loretto St, Lutey Ave, Lynton St, Mallen View, Marlow St, Matlock St, May Ave, McCallum Ave, McCourt St, McKenzie St, Mead Grove, Melrose St, Mercy Pl, Mere View Way, Merredin St, Metters La, Milton St, Minn La, Mitchell Fwy, Monteath Rd, Moondine Dr, Moray Ave, Moss Vale, Mouritzen Way, Munsie Ave, Murray St, Namatjira Pl, Nanson St, Neston La, Newnham St, Newry St, Nicholson St, North Banff Rd, Northmore St, Northwood St, Old Jacaranda Way, Olga Pl, Olive St, Ord St, Orrel Ave, Outram St, Pangbourne St, Parish La, Park St, Parkland Rd, Patterson Dr, Pearson Pl, Pearson St, Peebles Rd, Peel St, Pelican Ct, Penzance Cct, Pioneer Ct, Pollard St, Pollen Grove, Powis St, Pownall Gardens, Price St, Proclamation St, Purslowe St, Railway Pde, Railway Rd, Raphael St, Rason St, Rawlins St, Red Wattle Pl, Redcar La, Regent St, Reserve St, Rheola St, Richardson St, Richardson Tce, Richmond St, Roberta St, Roberts Rd, Robinson St, Robinson Tce, Rokeby Rd, Rokeby Walk, Rosebery St, Rosmunde Ct, Rossello La, Rosslyn St, Rowland St, Roydhouse St, Ruislip St, Rupert St, Saint Davids Rise, Saint Leonards Ave, Saint Oswalds Rise, Salisbury St, Salvado Rd, Sasse Ave, Scaddan St, Scarborough Beach Rd, Seabrook St, Selby St, Selsted Pl, Seymour Ave, Shann St, Sheen St, Simper St, South Banff Rd, Southport St, St Columbas Ave, St Vincents Ave, Stamford St, Station St, Stevens St, Stubbs Tce, Subiaco Rd, Subiaco Square Rd, Swallow Ct, Tallow Tree Cr, Tara Vista, Tasman St, Tate St, Telopea La, The Boulevard, The Boulevarde, The Foreshore, The Grove, Thomas St, Thornbill Way, Tighe St, Tiller La, Tipperary Mews, Tipton Walk, Tower St, Townshend Rd, Trillo Rd, Troy Tce, Turriff Rd, Underwood Ave, Upham St, Ventnor Ave, Veryard Tce, Village Mews, Vincent St, Vincent St W, Walker Ave, Walker St, Walters Dr, Warwick St, Waterway Ct, Wellington St, Wexford St, White Pl, Whitfeld St, Willcock Ave, Wilsmore St, Windich Pl, Winmarley St, Wise St, Woodstock St, Woolnough St, Woolwich St, Wunderlich Rd, Yarm Alley, York St		0X142014	0X14	-0X6D330000	0X12FF0006	0X2005000
