Timestamp	Date Created	Postal Address	Postal Subadmin Area	Postal Sublocality	Asset ZPK	Add Attributes Key	Detected Face Asset	Kind	EXIF Timestamp	Scene Analysis Timestamp	Analysis State Modified Date	Add Date	Filename	Original Filename	Album Title	Creator Bundle ID	Editor Bundle ID	Directory	Uniform ID	Saved Asset Type	Face Detected in Photo	Display Name	Full Name	Face Count	Person	Contact Blob	Person UUID	Detected Face Quality	Age Type Estimate	Gender	Glasses Type	Facial Hair Type	Baldness	Color Space	Duration	Video Duration	Complete	Visibility State	Favorite	Hidden File?	Trash State	File Trash Date	View Count	Play Count	Share Count	Last Shared Date	File Modification Date	Has Adjustments?	Adjustment Timestamp	Original File Size	File Height	Org File Height	File Width	Org File Width	Orientation	Org Orientation	Timezone Name	Timezone Offset	Infered Timezone Offset	File Location Data	Latitude	Longitude	Shifted Location Valid	Reverse Location Data is Valid	Org File Reverse Location Data	Thumbnail Index	Embedded Thumbnail Width	Embedded Thumbnail Height	Embedded Thumbnail Offset	Embedded Thumbnail Lenght	Moment PK	Moment Title	Moment Start Date	Moment Representative Date	Moment Modification Date	Moment End Date	Moment Trash State	Moment Approx Latitude	Moment Approx Longitude	UUID	Media Group UUID	Cloud Assest GUID	Public Global UUID	Master Fingetprint	Adjusted Fingerprint
2023-07-10 10:58:48	2023-07-10 10:58:48				1	1		Photo	2023:07:10 18:58:49			2023-07-10 10:58:49	IMG_0001.HEIC	IMG_0001.HEIC				DCIM/100APPLE	public.heic	Made/saved with this device	NA													Display P3	0.0	1833333333	Yes	Visible	No	Not_Hidden	Not_In_Trash		0	0	0		2023-07-10 10:58:49	No		1675834	4032	3024	3024	4032	Vertical (up)	Vertical (up)	GMT+0800	28800	28800				No	No_Check_SceneAnalysis		0					1		2023-07-10 10:58:48	2023-07-10 10:58:48	2023-07-10 10:58:49	2023-07-10 10:58:48	Not_In_Trash			9E6387E7-2287-4D83-9C35-C4163C105D54	467E68D3-8524-48FF-8115-15606DCE00B2	9E6387E7-2287-4D83-9C35-C4163C105D54		AeEG2lcu8uwb0TBXgYcfqcL3iZ3L	
