Creation Time	Bundle	Title[Subtitle]	Message	Other Details
2023-07-09 10:42:17.214341	com.apple.tips	Welcome to iPhone 8	What you need to know to get started.	"{'CriticalAlertSound': 'False', 'TriggerRepeatInterval': '0', 'ShouldSuppressSyncDismissalWhenRemoved': 'False', 'ToneAlertType': '0', 'BadgeApplicationIcon': 'True', 'UNNotificationNotificationCenterDestination': 'True', 'ShouldHideDate': 'False', 'ShouldPreventNotificationDismissalAfterDefaultAction': 'False', 'UNNotificationSpokenDestination': 'True', 'AppNotificationIdentifier': 'Hardware', 'ShouldIgnoreDowntime': 'False', 'AppNotificationSummaryArgumentCount': '0', 'RealertCount': '0', 'ShouldIgnoreAccessibilityDisabledVibrationSetting': 'False', 'TriggerRepeats': 'False', 'UNNotificationUserInfo': ""{'collectionId': 'Hardware'}"", 'SoundMaximumDuration': '0.0', 'UNNotificationDefaultDestinations': 'True', 'UNNotificationAlertDestination': 'True', 'PresentationOptions': '27', 'ShouldSuppressScreenLightUp': 'False', 'SoundShouldRepeat': 'False', 'SoundShouldIgnoreRingerSwitch': 'False', 'HasDefaultActionKey': 'True', 'ShouldPresentAlert': 'True', 'ShouldPlaySound': 'True', 'UNNotificationCarPlayDestination': 'True', 'ShouldIgnoreDoNotDisturb': 'False', 'TriggerTimeInterval': '0.0', 'UNNotificationLockScreenDestination': 'True', 'ToneMediaLibraryItemIdentifier': '0', 'ShouldBackgroundDefaultAction': 'False', 'Header': '', 'ShouldAuthenticateDefaultAction': 'False', 'ShouldPreemptPresentedNotification': 'False', 'SchemaVersion': '11', 'AppNotificationSummaryArgument': '', 'ShouldUseRequestIdentifierForDismissalSync': 'False', 'ShouldHideTime': 'False'}"
