Update Time	Name	Country	TimeZone	City Timezone Update Key	Latitude	Longitude
2023-07-09 06:42:09.423308	Sydney	AU			-33.86666488647461	151.2166748046875
2023-07-09 06:42:09.423308	Canberra	AU			-35.25	149.13333129882812
2023-07-09 06:42:09.423308	Melbourne	AU			-37.83333206176758	145.0
