SSID	BSSID	Added At	Last Joined	Last Updated	MAC Used For Network	Private MAC Computed For Network	MAC Valid	In Known Networks	File
wes’s iPhone	7e:25:41:c9:d7:a1	2023-07-09 06:29:13.304356	2023-07-10 10:46:54.304709	2023-07-10 10:46:58.137150	2e:00:20:db:a7:70	2e:00:20:db:a7:70	True	True	\\?\R:\temp\private\var\preferences\SystemConfiguration\com.apple.wifi-private-mac-networks.plist
