Date	Application Name	Application Time Used in Seconds	Keyboard Times Used in Seconds
2023-07-09 00:00:00	com.apple.AppStore	3.6834601666666913	
2023-07-09 00:00:00	com.apple.AppStore	10.32834958333342	
2023-07-09 00:00:00	com.apple.AppStore	14.9421158749999	
2023-07-09 00:00:00	com.apple.AppStore	5.437436875000003	
2023-07-09 00:00:00	com.apple.InCallService	1.3179983333334349	
2023-07-09 00:00:00	com.apple.Maps	2.5342861666667886	
2023-07-09 00:00:00	com.apple.MobileSMS	2.5533241250000174	
2023-07-09 00:00:00	com.apple.MobileSMS	72.69359133333319	70.85505129166677
2023-07-09 00:00:00	com.apple.MobileSMS	216.08874679166684	150.73071616666675
2023-07-09 00:00:00	com.apple.MobileSMS	91.80506345833328	
2023-07-09 00:00:00	com.apple.MobileSMS	7.468276208333464	
2023-07-09 00:00:00	com.apple.MobileSMS	10.327191416666665	
2023-07-09 00:00:00	com.apple.MobileStore	61.35199879166669	
2023-07-09 00:00:00	com.apple.MobileStore	81.02566391666664	
2023-07-09 00:00:00	com.apple.MobileStore	1.3328181249999034	
2023-07-09 00:00:00	com.apple.Passbook	0.5946042083332941	
2023-07-09 00:00:00	com.apple.PassbookUIService	1.8380574166665156	
2023-07-09 00:00:00	com.apple.PassbookUIService	16.790323374999844	12.530248541666651
2023-07-09 00:00:00	com.apple.Preferences	11.496058791666655	
2023-07-09 00:00:00	com.apple.Preferences	55.38652362499988	24.49631962500007, 0.503850916666579
2023-07-09 00:00:00	com.apple.Preferences	5.328621958333315	
2023-07-09 00:00:00	com.apple.Preferences	73.38051091666648	
2023-07-09 00:00:00	com.apple.Preferences	4.482561875000101	
2023-07-09 00:00:00	com.apple.Preferences	5.270246958333701	
2023-07-09 00:00:00	com.apple.Preferences	1.7009197916663652	
2023-07-09 00:00:00	com.apple.Preferences	104.58043799999996	
2023-07-09 00:00:00	com.apple.Preferences	3.699905249999574	
2023-07-09 00:00:00	com.apple.Spotlight	2.4295671666666294	
2023-07-09 00:00:00	com.apple.Spotlight	0.10817583333334824	
2023-07-09 00:00:00	com.apple.Spotlight	1.4381353333333209	
2023-07-09 00:00:00	com.apple.Spotlight	0.10506937499997093	
2023-07-09 00:00:00	com.apple.Spotlight	7.314044083333329	
2023-07-09 00:00:00	com.apple.Spotlight	4.171998416666611	3.656224374999965
2023-07-09 00:00:00	com.apple.Spotlight	0.10073916666669902	
2023-07-09 00:00:00	com.apple.Spotlight	1.2705230833335008	
2023-07-09 00:00:00	com.apple.Spotlight	0.9307746666665935	
2023-07-09 00:00:00	com.apple.Spotlight	0.5149590833334514	
2023-07-09 00:00:00	com.apple.Spotlight	1.5529555416665062	
2023-07-09 00:00:00	com.apple.Spotlight	1.2767776666667032	
2023-07-09 00:00:00	com.apple.Spotlight	1.2522750833336431	
2023-07-09 00:00:00	com.apple.Spotlight	1.9571176249996824	1.854098249999879
2023-07-09 00:00:00	com.apple.Spotlight	1.6126732500001708	
2023-07-10 00:00:00	com.apple.Spotlight	1.2319096666687983	
2023-07-10 00:00:00	com.apple.Spotlight	0.11070616666256683	
2023-07-09 00:00:00	com.apple.facetime	1.6631289583333455	
2023-07-09 00:00:00	com.apple.mobilenotes	5.437893250000116	0.14604475000010098
2023-07-09 00:00:00	com.apple.mobilephone	1.6485452916667782	
2023-07-09 00:00:00	com.apple.mobilephone	14.488100291666797	
2023-07-09 00:00:00	com.apple.mobilephone	10.249137791666726	4.816379374999997, 0.4739626249997855
2023-07-09 00:00:00	com.apple.mobilephone	15.389430375000302	8.09459012499974
2023-07-09 00:00:00	com.apple.mobilesafari	2.793630124999936	
2023-07-09 00:00:00	com.apple.mobilesafari	2.261152416666846	
2023-07-10 00:00:00	com.apple.mobilesafari	10.65706804166257	
2023-07-09 00:00:00	com.apple.mobileslideshow	46.81872350000003	
2023-07-09 00:00:00	com.apple.springboard	0.00029075000000489126	
2023-07-09 00:00:00	com.apple.springboard	0.000586000000012632	
2023-07-09 00:00:00	com.jdtech.CalculatorVault	98.37936679166683	14.821396499999992, 23.06001100000003
2023-07-09 00:00:00	com.jdtech.CalculatorVault	6.875086250000095	
2023-07-10 00:00:00	com.saurik.Cydia	41.75545062499441	3.6038875833328348, 3.1802154166653054
2023-07-10 00:00:00	com.saurik.Cydia	93.94717087499885	
2023-07-10 00:00:00	com.saurik.Cydia	63.12089612500131	
2023-07-10 00:00:00	com.saurik.Cydia	1.9230487500026356	
2023-07-09 00:00:00	kjc.loader	73.68843729166667	
2023-07-09 00:00:00	kjc.loader	2.6904775416666666	
2023-07-09 00:00:00	kjc.loader	44.537191250000035	
2023-07-10 00:00:00	kjc.loader	18.500530041666934	
2023-07-10 00:00:00	kjc.loader	50.911406749997695	
2023-07-10 00:00:00	kjc.loader	5.1447144166668295	
2023-07-10 00:00:00	kjc.loader	0.004099541671166662	
2023-07-10 00:00:00	kjc.loader	47.7981573750003	
